"ID","区分","機種名","型式名","慣用名","短縮名","メーカー","内規","カテゴリー","型式番号","導入開始日","スマート","遊タイム","有効"
"7847","S","パチスロ IS<インフィニット・ストラトス>","パチスロ IS インフィニット・ストラトス",,,"SANKYO","5号機","ART","5S0236","2015/10/1","0","0","0"
"7846","S","ハイスクールD×D","ハイスクールDD KR",,,"KPE","5号機","ART","5S0479","2015/10/1","0","0","0"
"7845","S","パチスロヤッターマン","パチスロヤッターマンKH",,,"三洋物産","5号機","ART","5S0822","2015/11/1","0","0","0"
"7839","S","戦国パチスロ花の慶次~戦極めし傾奇者の宴~","花の慶次~戦極めし傾奇者の宴~EP",,,"エキサイト","5号機","ART","5S0419","2015/10/1","0","0","0"
"7838","S","パチスロ デッドマン・ワンダーランド","デッドマン・ワンダーランドKC",,,"北電子","5号機","ART","5S0525","2015/10/1","0","0","0"
"7834","S","パチスロ地獄少女","地獄少女FSA",,,"藤商事","5号機","ART","5S0548","2015/10/1","0","0","0"
"7833","S","パチスロ 無双OROCHI","パチスロムソウオロチDD",,,"山佐","5号機","AT","5S0652","2015/9/1","0","0","0"
"7832","S","パチスロ ベヨネッタ","ベヨネッタZF",,,"サミー","5号機","AT","5S0446","2015/9/1","0","0","0"
"7831","S","銀河機攻隊 マジェスティックプリンス","パチスロマジェスティックプリンスS",,,"D-light","5号機","AT","5S0670","2015/10/1","0","0","0"
"7829","S","アスラズラース","アスラズラースZS",,,"エンターライズ","5号機","ART","5S0457","2015/9/1","0","0","0"
"7825","S","パチスロ ルパン三世 ロイヤルロード~金海に染まる黄金神殿~","ルパン三世ロイヤルロードB1",,,"オリンピア","5号機","AT","5S0470","2015/9/1","0","0","0"
"7824","S","キングジャック","キングジャックGK",,,"アクロス","5号機","A","5S0439","2015/9/1","0","0","0"
"7822","S","Zゴールド・インフィニティ","ゼットゴールドインフィニティNC",,,"ネット","5号機","AT","5S0578","2015/9/1","0","0","0"
"7821","S","ビーストバスターズ","ビーストバスターズAE",,,"SNKプレイモア","5号機","ART","5S0596","2015/10/1","0","0","0"
"7818","S","プレミアムビンゴ","スーパービンゴネオM1",,,"ベルコ","5号機","AT","4S0673","2015/10/1","0","0","0"
"7813","S","パチスロクジラッキー","パチスロクジラッキーKF",,,"三洋物産","5号機","AT","2S1212","2015/9/1","0","0","0"
"7811","S","サイレントヒル","サイレントヒルCP",,,"コナミアミューズメント","5号機","AT","5S0444","2015/9/1","0","0","0"
"7808","S","ハナハナホウオウ-30","ハナハナホウオウEX-30",,,"パイオニア","5号機","A","5S0623","2015/9/1","0","0","0"
"7807","S","パチスロ マクロスフロンティア2 Bonus Live ver.","パチスロマクロスフロンティア2BL",,,"SANKYO","5号機","ART","5S0487","2015/8/1","0","0","0"
"7805","S","サンダーVリボルト","サンダーVリボルトUR",,,"アクロス","5号機","A","5S0424","2015/8/1","0","0","0"
"7794","S","パチスロ聖闘士星矢~女神聖戦~","パチスロ聖闘士星矢女神聖戦KD",,,"三洋物産","5号機","ART","5S0239","2015/8/1","0","0","0"
"7792","S","パチスロ北斗の拳 強敵","パチスロ北斗の拳 強敵ZA",,,"サミー","5号機","AT","5S0225","2015/8/1","0","0","0"
"7791","S","ガリンポ-30","ガリンポ-30",,,"エマ","5号機","A","5S0228","","0","0","0"
"7790","S","スカイガールズ~ゼロ、ふたたび~","スカイガールズ2RA",,,"コナミアミューズメント","5号機","ART","5S0360","2015/8/1","0","0","0"
"7788","S","SLOTシャドウハーツII-運命の道標-","シャドウハーツII運命の道標SS",,,"ユニバーサルブロス","5号機","ART","5S0365","2015/8/1","0","0","0"
"7787","S","乙女魂~光と無月~","乙女魂JV",,,"コナミアミューズメント","5号機","ART","3S0939","2015/8/1","0","0","0"
"7770","S","ジャッカスチーム","JACKASSTEAM A7",,,"大都技研","5号機","ART","5S0224","2015/7/1","0","0","0"
"7758","S","パチスロ ストライクウィッチーズ","パチスロストライクウィッチーズVX",,,"オーイズミ","5号機","AT","5S0213","2015/7/1","0","0","0"
"7756","S","サマージャンボ","サマーあの夏のチケットの行方ジャンボAA",,,"JPS","5号機","AT","5S0249","2015/7/1","0","0","0"
"7755","S","ヱヴァンゲリヲン 希望の槍","ヱヴァンゲリヲン・希望の槍R",,,"ビスティ","5号機","ART","5S0191","2015/6/1","0","0","0"
"7754","S","パチスロ バイオハザード6","バイオハザード6ZY",,,"エンターライズ","5号機","ART","5S0217","2015/6/1","0","0","0"
"7753","S","マイジャグラーIII","マイジャグラーIII KD",,,"北電子","5号機","A","5S0094","2015/7/1","0","0","0"
"7752","S","イケイケマハロ-30","イケイケマハロKD-30",,,"北電子","5号機","A","5S0193","2015/7/1","0","0","0"
"7751","S","めんそ~れ","メンソーレ2R",,,"エマ","5号機","A","5S0168","2015/7/1","0","0","0"
"7750","S","鬼神7","オニガミセブンX",,,"ハイライツ・エンタテインメント","5号機","RT","3S0803","2015/7/1","0","0","0"
"7746","S","パチスロ 魔法少女リリカルなのは","パチスロリリカルなのはKE",,,"三洋物産","5号機","ART","5S0161","2015/7/1","0","0","0"
"7741","S","煩悩BREAKER禅","ゼンFF",,,"山佐","5号機","AT","4S0754","2015/7/1","0","0","0"
"7728","S","ハイディングドラゴンB","ハイディングドラゴンB",,,"JPS","5号機","A","5S0087","2015/4/1","0","0","0"
"7719","S","押し順ケロルン","ケロルンCC",,,"山佐","5号機","AT","4S0919","2015/6/1","0","0","0"
"7716","S","吉宗~極~","ヨシムネH2A4",,,"大都技研","5号機","AT","3S1093","2015/6/1","0","0","0"
"7713","S","パチスロ大工の源さん~桜満開!源DREAM Ver.~","パチスロ大工の源さん桜満開KF",,,"三洋物産","5号機","AT","4S0800","2015/6/1","0","0","0"
"7709","S","ガン×ソード","ガンソードDT",,,"コナミアミューズメント","5号機","AT","4S1120","2015/6/1","0","0","0"
"7704","S","デビルサバイバー2 最後の7日間","デビルサバイバー2最後の7日間H1",,,"オリンピア","5号機","AT","5S0051","2015/5/1","0","0","0"
"7703","S","めんそ~れ30","メンソーレ2-30",,,"エマ","5号機","A","5S0065","2015/5/1","0","0","0"
"7702","S","ドラゴンギャル~双龍の闘い~","ドラゴンギャル双龍の闘いAB",,,"SNKプレイモア","5号機","AT","4S1080","2015/5/1","0","0","0"
"7701","S","最胸伝奇 パイ遊記","パイ遊記NB",,,"ネット","5号機","AT","4S0010","2015/5/1","0","0","0"
"7692","S","パチスロ おとめ妖怪ざくろ","おとめ妖怪ざくろKD",,,"北電子","5号機","ART","4S0487","2015/6/1","0","0","0"
"7687","S","沖縄フェスティバル-30（5号機）","オキフェスDX-30",,,"パイオニア","5号機","A","5S0056","2015/4/1","0","0","0"
"7686","S","パチスロ 修羅の刻","パチスロ修羅の刻A",,,"SANKYO","5号機","AT","4S0768","2015/4/1","0","0","0"
"7684","S","ミリオンゴッド-神々の凱旋-","ミリオンゴッド-神々の凱旋-BD",,,"ユニバーサルブロス","5号機","AT","4S0861","2015/3/1","0","0","0"
"7674","S","サイレントメビウス","サイレントメビウスS1",,,"岡崎産業","5号機","ART","4S0997","2015/4/1","0","0","0"
"7658","S","まじかるすいーとプリズム・ナナエース","まじかるすいーとプリズム・ナナエースDE",,,"DAXEL","5号機","RT","4S0409","2015/2/1","0","0","0"
"7654","S","コクッチーマスターズ","コクッチー",,,"タイヨー","5号機","A","4S1198","2015/3/1","0","0","0"
"7653","S","ゴーゴージャグラーKK","ゴーゴージャグラーKK","GOGOジャグラー",,"北電子","5号機","A","4S0942","2015/4/1","0","0","0"
"7648","S","パチスロサイバーブルー","パチスロサイバーブルーTA",,,"三洋物産","5号機","AT","4S0905","2015/2/1","0","0","0"
"7643","S","トラッド480","トラッド480R2",,,"ヤーマ","5号機","A","4S1081","2015/3/1","0","0","0"
"7642","S","トラッド","トラッドT2",,,"ヤーマ","5号機","A","4S1127","2015/3/1","0","0","0"
"7641","S","パチスロ ゴッドイーター","パチスロゴッドイーターCC",,,"山佐","5号機","AT","4S0713","2015/4/1","0","0","0"
"7640","S","パチスロベルセルク","パチスロベルセルクS",,,"七匠","5号機","ART","4S0918","2015/2/1","0","0","0"
"7639","S","麻雀物語3 役満乱舞の究極大戦","麻雀物語3役満乱舞の究極大戦G1",,,"オリンピア","5号機","AT","4S1092","2015/3/1","0","0","0"
"7637","S","パチスロコブラ","パチスロコブラAB",,,"SNKプレイモア","5号機","ART","3S0862","2015/3/1","0","0","0"
"7631","S","戦国コレクション2","戦国コレクション2KS",,,"KPE","5号機","AT","4S0897","2015/2/1","0","0","0"
"7630","S","ハナビ","ハナビBHハナビBHS2","HANABI",,"アクロス","5号機","RT","4S1056","2015/2/1","0","0","0"
"7625","S","スーパーラクラクビスカス","スーパーラクラクビスカスNA",,,"パイオニア","5号機","A","4S0930","2015/3/1","0","0","0"
"7615","S","ニューパルサーデラックス","ニューパルサーDXCC",,,"山佐","5号機","A","4S0758","2015/1/1","0","0","0"
"7610","S","スーパージャックポット","スーパージャックポットXJ",,,"アクロス","5号機","A","4S0699","2015/1/1","0","0","0"
"7608","S","真モグモグ風林火山2","真モグモグ風林火山2NB",,,"ネット","5号機","AT","4S0904","2015/1/1","0","0","0"
"7607","S","パチスロ アラジン AII","アラジンA II ZS",,,"サミー","5号機","AT","4S0859","2015/2/1","0","0","0"
"7598","S","テラシグマ","テラシグマSP",,,"JPS","5号機","AT","2S1434","2015/1/1","0","0","0"
"7580","S","サラリーマン金太郎 出世回胴編","サラリーマン金太郎 出世回胴編XF",,,"ロデオ","5号機","AT","4S0784","2014/12/1","0","0","0"
"7579","S","シーマスター ~ララ、旅立ちのプレリュード~","シーマスター2GG",,,"山佐","5号機","AT","3S1138","2014/12/1","0","0","0"
"7577","S","パチスロ黄門ちゃま 喝","パチスロ黄門ちゃま喝D1",,,"オリンピア","5号機","AT","4S0696","2015/1/1","0","0","0"
"7576","S","パチスロ蒼穹のファフナー","パチスロ 蒼穹のファフナーA",,,"SANKYO","5号機","ART","4S0874","2014/12/1","0","0","0"
"7569","S","トラッドザレジェンド","トラッドザレジェンドD1",,,"岡崎産業","5号機","AT","4S0450","2014/11/1","0","0","0"
"7565","S","パチスロアレジン","アレジンFSF",,,"藤商事","5号機","AT","4S0446","2014/11/1","0","0","0"
"7564","S","スーパービンゴネオS2-30","スーパービンゴネオS2-30",,,"ベルコ","5号機","AT","4S0463","2014/10/1","0","0","0"
"7549","S","Dororonえん魔くん メ~ラめら","ドロロンえん魔くんKN",,,"KPE","5号機","ART","4S0753","2014/12/1","0","0","0"
"7548","S","トリプルクラウンZERO1-30","トリプルクラウンZERO1-30",,,"清龍ゲームジャパン","5号機","A","4S0620","2014/10/1","0","0","0"
"7544","S","パチスロ機動新撰組 萌えよ剣~今宵、花散る~","萌えよ剣 今宵花散るTK",,,"北電子","5号機","ART","4S0408","2014/12/1","0","0","0"
"7543","S","パチスロひぐらしのなく頃に煌","パチスロひぐらしのなく頃に煌WX",,,"オーイズミ","5号機","AT","4S0813","2014/11/1","0","0","0"
"7517","S","パチスロ カウボーイビバップ","パチスロカウボーイビバップC1",,,"オリンピア","5号機","AT","4S0638","2014/10/1","0","0","0"
"7514","S","パチスロ バーストエンジェル","パチスロバーストエンジェルEE",,,"山佐","5号機","AT","4S0192","2014/10/1","0","0","0"
"7513","S","戦律のストラタス","戦律のストラタスJW",,,"コナミアミューズメント","5号機","AT","4S0609","2014/9/1","0","0","0"
"7504","S","バビロン(with桜丘ショコラ)","バビロンA",,,"タイヨー","5号機","A","4S0663","2014/9/1","0","0","0"
"7498","S","BLACK LAGOON2","ブラックラグーン2CC",,,"スパイキー","5号機","ART","4S0542","2014/9/1","0","0","0"
"7497","S","パチスロ 三國志","パチスロ三國志X",,,"ニューギン","5号機","AT","4S0504","2014/9/1","0","0","0"
"7496","S","ニューキングハナハナ-30","ニューキングハナハナDX-30",,,"パイオニア","5号機","A","4S0458","2014/9/1","0","0","0"
"7495","S","沖ドキ!-30","沖ドキ!LL-30",,,"アクロス","5号機","AT","4S0320","2014/8/1","0","0","0"
"7494","S","沖ドキ!","沖ドキ!LL",,,"アクロス","5号機","AT","4S0298","2014/8/1","0","0","0"
"7492","S","パチスロ大海物語 with T-ARA","パチスロ大海物語KD",,,"三洋物産","5号機","AT","4S0253","2014/9/1","0","0","0"
"7491","S","ドリームジャンボ","ドリーム幸福のチケットを君にジャンボBB",,,"JPS","5号機","AT","4S0082","2014/9/1","0","0","0"
"7488","S","ささみさん@がんばらないすろっと","ささみさん@がんばらないすろっとDA",,,"DAXEL","5号機","ART","4S0456","2014/9/1","0","0","0"
"7487","S","スロット バットマン","SLOTバットマンBL",,,"エレコ","5号機","ART","4S0475","2014/9/1","0","0","0"
"7482","S","押忍!サラリーマン番長","押忍!サラリーマン番長 俺に日本は狭すぎるA9",,,"大都技研","5号機","AT","4S0483","2014/8/1","0","0","0"
"7481","S","スーパービンゴネオ","スーパービンゴネオS7",,,"ベルコ","5号機","AT","4S0597","2014/10/1","0","0","0"
"7480","S","パチスロ 戦国BASARA3","戦国BASARA3ZV",,,"エンターライズ","5号機","ART","4S0395","2014/8/1","0","0","0"
"7469","S","パチスロ バーチャファイター","パチスロバーチャファイターZZ",,,"タイヨーエレック","5号機","AT","4S0495","2014/7/1","0","0","0"
"7465","S","ニューアイムジャグラーEX-KT","ニューアイムジャグラーEX-KT",,,"北電子","5号機","A","4S0096","2014/8/1","0","0","0"
"7464","S","ワイワイマハロ-30","ワイワイマハロKK-30",,,"北電子","5号機","A","4S0307","2014/7/1","0","0","0"
"7461","S","パチスロ ヘルシング","ヘルシングTH",,,"北電子","5号機","ART","3S1259","2014/8/1","0","0","0"
"7455","S","やじきた道中記乙","やじきた道中記乙MD",,,"メーシー","5号機","AT","4S0437","2014/7/1","0","0","0"
"7453","S","ぱちスロ 必殺仕事人","パチスロ必殺仕事人B",,,"京楽","5号機","ART","4S0365","2014/7/1","0","0","0"
"7447","S","パチスロリング 呪いの7日間","パチスロ リング ノロイノナノカカンFSB",,,"藤商事","5号機","AT","4S0053","2014/7/1","0","0","0"
"7437","S","娘娘娘","ニャンニャンムスメN1",,,"岡崎産業","5号機","AT","4S0172","2014/7/1","0","0","0"
"7432","S","みどりのマキバオー 届け!!日本一のゴールへ!!","みどりのマキバオー2E2",,,"オリンピア","5号機","ART","4S0283","2014/7/1","0","0","0"
"7426","S","パチスロまじかる☆タルるートくん","まじかる☆タルるートくんZ",,,"ニューギン","5号機","ART","4S0168","2014/7/1","0","0","0"
"7424","S","パチスロ鉄拳3rd","パチスロ鉄拳3EE",,,"山佐","5号機","AT","4S0216","2014/6/1","0","0","0"
"7415","S","パチスロ サイボーグ009","パチスロサイボーグ009KE",,,"三洋物産","5号機","AT","4S0006","2014/6/1","0","0","0"
"7413","S","テンパイラッシュ","テンパイラッシュK1",,,"パイオニア","5号機","A","4S0055","2014/6/1","0","0","0"
"7407","S","パチスロ蒼天の拳2","蒼天の拳2ZZT蒼天の拳2ZZ",,,"サミー","5号機","AT","4S0287","2014/6/1","0","0","0"
"7405","S","パチスロ御伽屋HANZO","御伽屋HANZO ZZ",,,"タイヨーエレック","5号機","ART","3S1188","2014/5/1","0","0","0"
"7403","S","シンデレラブレイド2","シンデレラ×ブレイド2ND",,,"ネット","5号機","AT","4S0686","2014/9/1","0","0","0"
"7396","S","パチスロ戦国乙女~剣戟に舞う白き剣聖~西国参戦編","戦国乙女剣戟に舞う白き剣聖西国参戦編L2","戦国乙女 西国参戦編",,"オリンピア","5号機","ART","4S0175","2014/4/1","0","0","0"
