"ID","区分","機種名","型式名","慣用名","短縮名","メーカー","内規","カテゴリー","型式番号","導入開始日","スマート","遊タイム","有効"
"9385","P","PA激デジジューシーハニー3","PA激デジジューシーハニー3NCY",,,"サンセイR&D",,"甘デジ","1P0026","2021/5/24","0","1","1"
"9384","P","PA SUPER電役ナナシーSPECIAL66","PAナナシーSPECIAL3VV",,,"豊丸",,"その他","1P0177","2021/6/7","0","0","1"
"9383","P","PFパワフル","PフィーバーパワフルIII-F",,,"ジェイビー",,"甘デジ","0P0652","2021/5/24","0","1","1"
"9382","S","ぱちスロ 沖ハナ-30","Sパチスロ沖ハナSPMA",,"沖ハナ-30","京楽","6号機","AT","0S1612","2021/7/5","0","0","1"
"9381","S","ノーゲーム・ノーライフ THE SLOT","Sノーゲーム・ノーライフKG",,"ノーゲーム・ノーライフ","北電子","6号機","AT","1S0178","2021/6/14","0","0","1"
"9380","P","Pベルセルク無双","Pベルセルク無双M-Z",,,"ニューギン",,"ミドル","0P1663","2021/5/24","0","0","1"
"9379","S","パチスロ鉄拳4デビルVer.","Sパチスロ鉄拳4デビルバージョンSLFF",,"鉄拳4デビルVer.","セブンリーグ","6号機","AT","0S1396","2021/6/7","0","0","1"
"9378","P","Pビビッドレッドオペレーション","PビビオペM-K YT599",,,"ニューギン",,"ライトミドル","0P1512","2021/6/7","0","1","1"
"9377","P","P戦国乙女6~暁の関ヶ原~甘デジ","P戦国乙女6M9AU1Y",,,"アムテックス",,"甘デジ","0P1462","2021/6/7","0","1","1"
"9376","S","パチスロ 百花繚乱 サムライガールズ","S百花繚乱サムライガールズZA",,"百花繚乱","エンターライズ","6号機","AT","0S1214","2021/6/7","0","0","1"
"9375","P","ぱちんこ ウルトラマンタロウ2","Pぱちんこウルトラマンタロウ2K6",,,"オッケー.",,"ミドル","0P1806","2021/4/19","0","1","1"
"9374","P","PFゴルゴ13疾風マシンガンver.","Pフィーバーゴルゴ13-2",,,"SANKYO",,"ライトミドル","0P1255","2021/6/7","0","1","1"
"9373","P","P羽根モノ獣王GO2「PB機」","P羽根モノ獣王GO2",,,"サミー",,"その他","0P0004","2021/6/7","0","0","1"
"9372","S","パチスロガメラ","S パチスロ ガメラ KH",,"ガメラ","サミー","6号機","AT","0S1446","2021/6/7","0","0","1"
"9371","P","P花の慶次~蓮 199ver.","P花の慶次~蓮M-V YT550",,,"ニューギン",,"ライトミドル","0P1696","2021/5/10","0","1","1"
"9370","P","PFパワフル ごらく ver.「PB機」","PフィーバーパワフルIII-M",,,"ジェイビー",,"甘デジ","0P1438","2021/5/10","0","1","1"
"9369","S","パチスロ マクロスデルタ","SマクロスデルタjS",,"マクロスデルタ","SANKYO","6号機","AT","0S1236","2021/4/19","0","0","1"
"9368","P","P大海物語4スペシャルBLACK","P大海物語4スペシャルSCA",,,"三洋物産",,"ライトミドル","0P1589","2021/5/24","0","0","1"
"9367","P","P競女!!!!!!!!-KEIJO-199Ver.","P競女199L1A",,,"豊丸",,"ライトミドル","0P1406","2021/5/10","0","1","1"
"9366","P","P競女!!!!!!!!-KEIJO-319Ver.","P競女319M5A",,,"豊丸",,"ミドル","0P1175","2021/5/10","0","1","1"
"9365","P","P地獄少女 きくりのお祭りLIVE FWA","P地獄少女 きくりのお祭りLIVE FWA",,,"藤商事",,"甘デジ","0P1677","2021/5/10","0","0","1"
"9364","S","鬼浜爆走紅蓮隊 狂闘旅情編","Sオニハマ4H2",,"鬼浜 狂闘旅情編","ベルコ","6号機","AT","0S1405","2021/5/24","0","0","1"
"9363","P","ぱちんこ GANTZ極","PぱちんこGANTZ極M3",,,"オッケー.",,"ミドル","0P1633","2021/4/5","0","1","1"
"9362","S","SLOTアルドノア・ゼロ","S/アルドノア・ゼロ/NL",,"アルドノア・ゼロ","エレコ","6号機","AT","0S1352","2021/5/10","0","0","1"
"9361","S","ミスタートリプルクラウン","SトリプルクラウンDX-30",,,"清龍ゲームジャパン","6号機","A","0S1341","2021/3/8","0","0","1"
"9360","P","Pギンギラパラダイス 夢幻カーニバル 199ver.","Pギンパラ夢幻カーニバルHCA",,,"サンスリー",,"ライトミドル","0P0969","2021/5/10","0","1","1"
"9359","P","Pギンギラパラダイス 夢幻カーニバル 319ver.","Pギンパラ夢幻カーニバルHTK",,,"サンスリー",,"ミドル","0P1651","2021/4/19","0","0","1"
"9358","S","パチスロ1000ちゃんごらくバージョン「PB機」","Sパチスロ1000ちゃんG1",,"1000ちゃんごらくVer","オーイズミ","6号機","AT","0S0313","2021/4/5","0","0","1"
"9357","P","PAわんわんパラダイスV-GO「PB機」","PAわんわんパラダイスV-GO",,,"サンスリー",,"甘デジ","0P0709","2021/4/5","0","1","1"
"9356","P","Pガールズ&パンツァー 劇場版","Pガールズ&パンツァー2L9YU3Y",,,"平和",,"ライトミドル","0P1637","2021/5/10","0","1","1"
"9355","P","Pピンク・レディー","PピンクレディーH1YZ3",,,"アムテックス",,"ミドル","0P1039","2021/4/5","0","0","1"
"9354","P","P北斗の拳8 救世主","P北斗の拳8救世主SFJE",,,"サミー",,"ミドル","0P1657","2021/5/10","0","1","1"
"9353","P","P FAIRY TAIL2 JHD","P FAIRY TAIL2 JHD",,,"JFJ",,"ミドル","0P1543","2021/3/29","0","1","1"
"9352","S","パチスロ Wake Up, Girls!Seven Memories","S Wake Up,Girls!NC",,"Wake Up,Girls!","カルミナ","6号機","AT","0S1513","2021/5/10","0","0","1"
"9351","P","P DD北斗の拳2 ついでに愛をとりもどせ!! ケンシロウ319Ver.","PDD北斗の拳2S5D",,,"高尾",,"ミドル","0P1436","2021/4/5","0","1","1"
"9350","P","PF革命機ヴァルヴレイヴ2","Pフィーバー革命機ヴァルヴレイヴ2S",,,"SANKYO",,"ミドル","0P1538","2021/4/19","0","0","1"
"9349","S","豪炎高校應援團 檄","SゴウエンコウコウオウエンダンゲキCC",,"豪炎高校應援團 檄","山佐","6号機","AT","0S1087","2021/5/10","0","0","1"
"9348","P","PAリング バースデイ 呪いの始まりFWC","PAリング バースデイ 呪いの始まりFWC",,,"藤商事",,"甘デジ","0P1573","2021/4/19","0","0","1"
"9347","S","パチスロAngel Beats!","S AngelBeats! XF",,"Angel Beats!","サミー","6号機","AT","0S1535","2021/4/19","0","0","1"
"9346","S","デジスロ","SデジスロA9",,"デジスロ","ヤーマ","6号機","A","0S1483","2021/4/19","0","0","1"
"9345","P","P貞子3D2 Light ~呪われた12時間~","P貞子3D2S2G",,,"高尾",,"甘デジ","0P1217","2021/3/8","0","1","1"
"9344","P","P甲鉄城のカバネリ 219Ver.","P甲鉄城のカバネリGEE",,,"サミー",,"ライトミドル","0P0848","2021/4/5","0","1","1"
"9343","P","P甲鉄城のカバネリ 319 覚醒Ver.","P甲鉄城のカバネリGFB",,,"サミー",,"ミドル","0P1524","2021/4/5","0","1","1"
"9342","P","Pバジリスク~甲賀忍法帖~2 朧の章","Pバジリスク2AB",,,"メーシー",,"甘デジ","0P1059","2021/4/5","0","1","1"
"9341","P","ぱちんこ AKB48 桜 LIGHT ver.","PAぱちんこAKB48桜LIGHTver.満開モード搭載MA5",,,"京楽",,"甘デジ","0P1294","2021/3/8","0","1","1"
"9340","S","スーパーハナハナ-30","SスーパーハナハナV1-30",,"スーパーハナハナ-30","パイオニア","6号機","AT","0S0985","2021/4/19","0","0","1"
"9339","S","スーパーハナハナ","SスーパーハナハナV1",,"スーパーハナハナ","パイオニア","6号機","AT","0S1624","2021/4/19","0","0","1"
"9338","P","P中森明菜・歌姫伝説~THE BEST LEGEND~","P中森明菜・歌姫伝説4LM-T",,,"Daiichi",,"ミドル","0P1605","2021/4/5","0","0","1"
"9337","P","P織田信奈の野望 全国版MGa","P織田信奈の野望 全国版MGa",,,"西陣",,"ライトミドル","0P1548","2021/5/10","0","1","1"
"9336","P","Pガールフレンド(仮)","Pガールフレンド(仮)M2-K YT500",,,"ニューギン",,"ライトミドル","0P1408","2021/4/5","0","1","1"
"9335","P","P大工の源さん 超韋駄天 LIGHT","P大工の源さん超韋駄天YBB",,,"三洋物産",,"ライトミドル","0P1268","2021/4/5","0","0","1"
"9334","P","ぱちんこ GANTZ:2 Sweet ばーじょん","PぱちんこGANTZ2AT2",,,"オッケー.",,"甘デジ","0P0654","2021/2/22","0","1","1"
"9333","P","P緋弾のアリア ~緋弾覚醒編~","P緋弾のアリア ~緋弾覚醒編~FVA",,,"藤商事",,"ライトミドル","0P1472","2021/3/22","0","1","1"
"9332","S","絶対衝激III","S絶対衝激IIISS",,"絶対衝激3","スパイキー","6号機","AT","0S1415","2021/3/22","0","0","1"
"9331","S","ニューパルサーSPIII","SニューパルサーSP3CC",,"ニューパルサーSPIII","山佐","6号機","A","0S0179","2021/4/5","0","0","1"
"9330","P","P笑ゥせぇるすまん 最後の忠告","P笑ゥせぇるすまん最後の忠告MPY2",,,"サンセイR&D",,"ライトミドル","0P1410","2021/3/8","0","1","1"
"9329","S","どんだけ","SどんだけJ2",,"どんだけ","JPS","6号機","A","0S1074","2020/12/14","0","0","1"
"9328","P","P安心ぱちんこキレパンダinリゾート 79Ver.","PキレパンダS2A",,,"高尾",,"甘デジ","0P1290","2021/2/15","0","1","1"
"9327","P","P安心ぱちんこキレパンダinリゾート","PキレパンダN1E",,,"高尾",,"ミドル","0P0807","2021/2/15","0","1","1"
"9326","P","P銀河鉄道999GOLDEN 甘デジ","P銀河鉄道99929YU1Y",,,"アムテックス",,"甘デジ","0P1340","2021/3/22","0","1","1"
"9325","S","パチスロ アイドルマスター ミリオンライブ!","SアイドルマスターG",,"アイマス","ビスティ","6号機","AT","0S1650","2021/3/8","0","0","1"
"9324","P","キュインぱちんこ P南国育ち デカパトver. 甘デジ","P南国育ち59AU2",,,"アムテックス",,"甘デジ","0P0012","2021/2/22","0","0","1"
"9323","P","PパトラッシュV GREEN","PパトラッシュJ2-G",,,"ジェイビー",,"ライトミドル","0P1561","2021/3/8","0","1","1"
"9322","P","PパトラッシュV RED","PパトラッシュJ2-K",,,"ジェイビー",,"ミドル","0P1295","2021/3/8","0","1","1"
"9321","P","Pバーストエンジェル3 199Ver.","Pバーストエンジェル3L2W199",,,"豊丸",,"ライトミドル","0P1259","2021/3/22","0","0","1"
"9320","S","ワンチャンス 1000","Sワンチャンス1K1",,"ワンチャンス 1000","ベルコ","6号機","AT","0S1220","2021/3/8","0","0","1"
"9319","S","パチスロラブ嬢2プラス","Sパチスロラブ嬢2プラスL4",,"ラブ嬢2プラス","オリンピア","6号機","AT","0S1377","2021/3/8","0","0","1"
"9318","S","パチスロ青の祓魔師","Sパチスロ青の祓魔師L1",,"青の祓魔師","オリンピア","6号機","AT","9S1717","2021/3/8","0","0","1"
"9317","P","新世紀エヴァンゲリオン 決戦 プレミアムモデル","PA新世紀エヴァンゲリオン シト、新生 決戦YR",,,"ビスティ",,"甘デジ","0P1199","2021/2/8","0","1","1"
"9316","S","政宗3","S政宗3CA5",,"政宗3","大都技研","6号機","AT","0S1134","2021/2/8","0","0","1"
"9315","P","P戦国†恋姫 Vチャージver","P戦国恋姫 Vチャージver JCC",,,"JFJ",,"ライトミドル","0P1382","2021/3/1","0","0","1"
"9314","P","PモンキーターンV MD","PモンキーターンV MD",,,"西陣",,"ライトミドル","0P1280","2021/3/8","0","1","1"
"9313","P","PAわんわんパラダイスV","PAわんわんパラダイスV-GBA",,,"サンスリー",,"甘デジ","0P0666","2021/3/8","0","1","1"
"9312","P","ぱちんこ戦国コレクション","P戦国コレクションLU",,,"コナミアミューズメント",,"ライトミドル","0P1313","2021/3/22","0","1","1"
"9311","P","P野生の王国GO M-T YT800","P野生の王国5 M-T YT800",,,"ニューギン",,"ミドル","0P0656","2021/2/8","0","1","1"
"9310","P","P野生の王国GO M2-T","P野生の王国5 M2-T",,,"ニューギン",,"ミドル","0P0136","2021/2/8","0","0","1"
"9309","P","Pジューシーハニー3","Pジューシーハニー3MGY2",,,"サンセイR&D",,"ライトミドル","0P1358","2021/2/8","0","1","1"
"9308","P","P Re:ゼロから始める異世界生活","P Re:ゼロから始める異世界生活M06",,,"大都技研",,"ミドル","0P0831","2021/1/12","0","0","1"
"9307","P","P真・黄門ちゃま 甘デジ","P真黄門ちゃま9YU1Y",,,"平和",,"甘デジ","0P0931","2021/1/12","0","1","1"
"9306","P","P真・黄門ちゃま ライトミドル","P真黄門ちゃまL9AW1",,,"平和",,"ライトミドル","9P1627","2021/1/12","0","0","1"
"9305","P","P ROKUROKU 2400ちょい恐Ver.","PロクロクL1D",,,"高尾",,"甘デジ","9P1581","2021/1/12","0","0","1"
"9304","P","P FAIRY TAIL2","P FAIRY TAIL2 JQD",,,"JFJ",,"ライトミドル","0P1169","2021/2/1","0","1","1"
"9303","S","パチスロ バイオハザード7 レジデント イービル","Sバイオハザード7 XE",,"バイオハザード7","アデリオン","6号機","AT","0S1273","2021/2/8","0","0","1"
"9302","P","Pすしざんまい極上4200","Pすしざんまい極上S3C",,,"豊丸",,"その他","9P0589","2021/1/25","0","0","1"
"9301","P","Pキャプテン翼 石崎バージョン","Pキャプテン翼石崎バージョンSAY2",,,"サンセイR&D",,"甘デジ","9P0935","2021/1/12","0","0","1"
"9300","S","パチスロ北斗の拳 宿命","S パチスロ北斗の拳AC LA",,"北斗の拳 宿命","サミー","6号機","AT","0S1190","2021/3/8","0","0","1"
"9299","P","P〈物語〉シリーズ セカンドシーズン","P物語セカンドシーズンGEE",,,"サミー",,"ライトミドル","0P1191","2021/2/8","0","1","1"
"9298","P","PFアイドルマスター ミリオンライブ!","PフィーバーアイドルマスターG",,,"SANKYO",,"ミドル","0P1117","2021/2/8","0","1","1"
"9297","P","PA祭","PA祭",,,"愛喜",,"その他","0P0201","2020/12/7","0","0","1"
"9296","P","PA大海物語4スペシャル Withアグネス・ラム","PA大海物語4スペシャルRBA",,,"三洋物産",,"甘デジ","0P0594","2021/2/8","0","1","1"
"9295","P","Pひぐらしのなく頃に~瞬~","Pひぐらしのなく頃に~瞬~AM-S",,,"Daiichi",,"ミドル","0P1206","2021/2/8","0","1","1"
"9294","P","PF戦姫絶唱シンフォギア(甘デジ)","Pフィーバー戦姫絶唱シンフォギアYR",,,"SANKYO",,"甘デジ","0P0451","2021/3/8","0","1","1"
"9293","S","パチスロKING黄門ちゃま","SパチスロKING黄門ちゃまL6",,"KING黄門ちゃま","オリンピア","6号機","AT","0S0290","2021/2/8","0","0","1"
"9292","P","P JAWS3 SHARK PANIC~深淵~","PJAWS3H1AZ5Y",,,"平和",,"ミドル","0P0918","2021/2/8","0","1","1"
"9291","P","ぱちんこ 冬のソナタ FOREVER","Pぱちんこ冬のソナタForeverM2",,,"京楽",,"ミドル","0P0846","2020/12/21","0","1","1"
"9290","S","パチスロ フレームアームズ・ガール","SフレームアームズガールNC",,"フレームアームズ・ガール","ネット","6号機","AT","0S1140","2021/2/8","0","0","1"
"9289","S","パチスロ ゴッドイーター ジ・アニメーション","SパチスロゴッドイータージアニメSLHH",,"ゴッドイーターアニメ","セブンリーグ","6号機","AT","0S1116","2021/2/8","0","0","1"
"9288","P","Pコードギアス 反逆のルルーシュ","Pコードギアス 反逆のルルーシュbR",,,"ビスティ",,"ミドル","0P0965","2021/1/4","0","0","1"
"9287","P","PA花の慶次~蓮","PA花の慶次~蓮N-V",,,"ニューギン",,"甘デジ","0P0984","2021/1/25","0","0","1"
"9286","P","PA貞子vs伽椰子 頂上決戦FWA","PA貞子vs伽椰子 頂上決戦FWA",,,"藤商事",,"甘デジ","0P0430","2021/1/4","0","1","1"
"9285","P","PA緋弾のアリアIII FW設定付","PA緋弾のアリアIII FW設定付",,,"藤商事",,"甘デジ","9P0655","2021/1/4","0","0","1"
"9284","S","パチスロ花の慶次~武威","S花の慶次~武威~EP",,"花の慶次~武威","エキサイト","6号機","AT","0S0584","2021/1/12","0","0","1"
"9283","P","Pワイルドロデオ6750だぜぇ","PワイルドロデオS2",,,"豊丸",,"その他","0P0607","2021/1/12","0","0","1"
"9282","P","Pアナザーゴッドポセイドン-怒濤の神撃-","PアナザーゴッドポセイドンMH",,,"メーシー",,"ミドル","0P1171","2021/1/12","0","1","1"
"9281","S","麻雀格闘倶楽部 真","S麻雀格闘倶楽部真KS",,"麻雀格闘倶楽部 真","コナミアミューズメント","6号機","AT","0S0844","2021/1/12","0","0","1"
"9280","P","P真シャカRUSH","P真シャカRUSH G",,,"マルホン",,"ライトミドル","0P1107","2021/1/25","0","0","1"
"9279","P","デジハネPA交響詩篇エウレカセブン HI-EVOLUTION ZERO","PAデジハネエウレカセブンハイエボゼロSSJD",,,"サミー",,"甘デジ","0P1155","2021/1/25","0","1","1"
"9278","P","P閃乱カグラ2 胸躍る199Ver.","P閃乱カグラ2V2A",,,"高尾",,"ライトミドル","0P0683","2020/12/21","0","1","1"
"9277","S","戦国乙女3~天剣を継ぐもの~","S戦国乙女3天剣を継ぐものH3",,"戦国乙女3","平和","6号機","AT","9S1639","2021/1/12","0","0","1"
"9276","S","S Lucky海物語","SLucky海物語KH",,"Lucky海物語","三洋物産","6号機","A","0S0887","2021/1/12","0","0","1"
"9275","P","PAF真花月2 Light Ver.","PAフィーバー真花月2Y",,,"SANKYO",,"甘デジ","0P0815","2021/2/8","0","1","1"
"9274","P","Pスーパーコンビα7500","Pスーパーコンビα7500jS",,,"SANKYO",,"その他","0P0908","2021/1/12","0","0","1"
"9273","S","パチスロ 哲也 -天運地力-","Sパチスロ哲也6.1 DSN",,"哲也 -天運地力-","Daiichi","6号機","AT","0S1166","2020/12/21","0","0","1"
"9272","P","P新日本プロレスリング","P新日本プロレスリングL6AU3S",,,"アムテックス",,"ライトミドル","0P0014","2020/12/7","0","0","1"
"9271","S","パチスロ頭文字D","S パチスロ頭文字D XR",,"頭文字D","サミー","6号機","AT","0S0903","2021/1/12","0","0","1"
"9270","P","P春一番~恋絵巻~MB","P春一番~恋絵巻~MB",,,"西陣",,"ライトミドル","0P0778","2021/1/4","0","1","1"
"9269","P","P春一番~恋絵巻~ZE","P春一番~恋絵巻~ZE",,,"西陣",,"ミドル","0P0643","2021/1/4","0","1","1"
"9268","P","PモモキュンソードGC250A","PモモキュンソードGC250A",,,"西陣",,"甘デジ","0P0983","2021/1/25","0","1","1"
"9267","S","ニューハナハナゴールド-30","SニューハナハナゴールドEX-30",,"ニューハナハナG-30","パイオニア","6号機","A","9S0752","2021/1/4","0","0","1"
"9266","S","パチスロひぐらしのなく頃に祭2","Sパチスロひぐらしのなく頃に祭2PX",,"ひぐらし祭2","オーイズミ","6号機","ART","0S1050","2020/12/21","0","0","1"
"9265","P","PAロードファラオ~神の一撃~連撃Ver.","PAロードファラオ1AC",,,"豊丸",,"甘デジ","8P0612","2020/11/2","0","0","1"
"9264","P","ぱちんこ ウルトラセブン 超乱舞","Pぱちんこウルトラセブン超乱舞K4",,,"オッケー.",,"ライトミドル","0P0862","2020/11/16","0","1","1"
"9263","P","P牙狼コレクション遊タイムver.","P牙狼コレクションMA",,,"サンセイR&D",,"ライトミドル","0P0242","2020/11/16","0","1","1"
"9262","P","PFタイガーマスクW","PフィーバータイガーマスクW R",,,"SANKYO",,"ミドル","0P0902","2020/12/21","0","1","1"
"9261","P","P銭形平次2 疾風ST Ver.","P銭形平次2V3B",,,"高尾",,"甘デジ","0P0640","2020/11/16","0","1","1"
"9260","P","Pパイレーツオブダイナマイトキング","PパイレーツオブダイナマイトキングAG-JJJS",,,"D-light",,"その他","0P0870","2020/12/7","0","0","1"
"9259","S","南国育ち30","S南国育ちA5-30",,"南国育ち30","アムテックス","6号機","AT","0S0191","2021/1/12","0","0","1"
"9258","S","アカメが斬る!","SATアカメが斬る!K",,"アカメが斬る!","七匠","6号機","AT","9S1271","2020/11/9","0","0","1"
"9257","P","P真・北斗無双 第3章","P真北斗無双3SFJ",,,"サミー",,"ミドル","0P0589","2020/12/7","0","1","1"
"9256","P","P大海物語4スペシャル","P海物語E",,,"三洋物産",,"ミドル","0P0828","2020/12/7","0","1","1"
"9255","S","パチスロ モンスターハンター:ワールドTM","SモンスターハンターワールドZI",,"モンハンワールド","エンターライズ","6号機","AT","0S0948","2020/11/16","0","0","1"
"9254","S","華祭","SハナマツリSP",,"華祭","パイオニア","6号機","AT","0S0390","2020/11/2","0","0","1"
"9253","P","ぱちんこ 劇場版 魔法少女まどか☆マギカ キュゥべえver.","Pぱちんこ劇場版魔法少女まどか☆マギカA5",,,"京楽",,"甘デジ","0P0570","2020/10/19","0","1","1"
"9252","P","PA戦国BASARA N-5V1","PA戦国BASARA N-5V1",,,"ニューギン",,"甘デジ","0P0565","2020/11/2","0","0","1"
"9251","S","パチスロ学園黙示録ハイスクール・オブ・ザ・デッド ゴールド","SハイスクールオブザデッドゴールドSLFF",,"HOTDゴールド","セブンリーグ","6号機","AT","0S0269","2020/11/2","0","0","1"
"9250","P","Pぱちんこ 乗物娘 WITH CYBERJAPAN(R)DANCERS M5-K1","P乗物娘M5-K1",,,"ニューギン",,"ライトミドル","0P0256","2020/11/16","0","0","1"
"9249","P","Pぱちんこ 乗物娘 WITH CYBERJAPAN(R)DANCERS M-K1","P乗物娘M-K1",,,"ニューギン",,"ライトミドル","9P1386","2020/11/16","0","0","1"
"9248","P","Pとある魔術の禁書目録","Pとある魔術の禁書目録JUA",,,"JFJ",,"ミドル","0P0703","2020/11/2","0","1","1"
"9247","P","PAハイスクール・フリート スイートでハッピー!","PAハイスクール・フリートAE",,,"メーシー",,"甘デジ","0P0361","2020/11/2","0","0","1"
"9246","S","~ガールズケイリン~GIフェアリーグランプリ","SGIフェアリーグランプリKP",,"ガールズケイリン","コナミアミューズメント","6号機","AT","0S0606","2020/11/2","0","0","1"
"9245","P","Pルパン三世~復活のマモー~","Pルパン三世112YZ7",,,"平和",,"ミドル","0P0671","2020/11/2","0","0","1"
"9244","S","吉宗3","S吉宗3EA5",,"吉宗3","サボハニ","6号機","AT","9S1783","2020/10/5","0","0","1"
"9243","P","Pリング 呪いの7日間2 FSA","Pリング 呪いの7日間2 FSA",,,"藤商事",,"ライトミドル","0P0229","2020/10/5","0","1","1"
"9242","P","Pビッグドリーム2激神 199Ver.","Pビッグドリーム2GEB",,,"サミー",,"ライトミドル","0P0426","2020/11/2","0","1","1"
"9241","S","パチスロ七つの大罪","S パチスロ七つの大罪 XS",,"七つの大罪","サミー","6号機","AT","0S0088","2020/11/2","0","0","1"
"9240","P","P結城友奈は勇者である","P結城友奈は勇者であるMAa",,,"西陣",,"ライトミドル","0P0674","2020/11/2","0","1","1"
"9239","P","PAドラム海物語IN JAPAN","PAドラム海物語INジャパンRBB",,,"サンスリー",,"甘デジ","0P0232","2020/11/2","0","1","1"
"9238","P","P学園黙示録ハイスクール・オブ・ザ・デッド2 弾丸319Ver.","Pハイスクールオブザデッド2N1A",,,"高尾",,"ミドル","0P0379","2020/10/19","0","1","1"
"9237","P","PFゴルゴ13 疾風ver.","Pフィーバーゴルゴ13-2W",,,"SANKYO",,"ミドル","0P0552","2020/11/2","0","1","1"
"9236","P","新世紀エヴァンゲリオン 決戦~真紅~","P新世紀エヴァンゲリオン シト、新生 決戦W",,,"ビスティ",,"ミドル","0P0620","2020/10/5","0","1","1"
"9235","P","P真・牙狼","P真・牙狼RS",,,"サンセイR&D",,"ミドル","0P0522","2020/10/5","0","1","1"
"9234","P","P義風堂々!!~兼続と慶次~2 N-X","P義風堂々!!~兼続と慶次~2N-X",,,"ニューギン",,"甘デジ","9P1281","2020/10/19","0","0","1"
"9233","P","Pおそ松さんの頑張れ!ゴールデンロード625VER.","Pおそ松さんのゴールデンロード!625NT-JS",,,"D-light",,"ライトミドル","0P0627","2020/10/19","0","1","1"
"9232","P","ぱちんこ 仮面ライダー 轟音","Pぱちんこ仮面ライダー轟音M6",,,"京楽",,"ミドル","0P0174","2020/9/7","0","1","1"
"9231","P","P弾球黙示録カイジ沼4 ざわっ...Ver.","Pカイジ沼4S2A",,,"高尾",,"甘デジ","9P1604","2020/9/7","0","0","1"
"9230","S","S笑ゥせぇるすまん絶笑","S笑ゥせぇるすまん絶笑SJ",,"笑ゥせぇるすまん絶笑","サンスリー","6号機","AT","0S0225","2020/10/5","0","0","1"
"9229","P","PAヤッターマンVVV","PAヤッターマンVVV-YBB",,,"サンスリー",,"甘デジ","9P1852","2020/10/5","0","0","1"
"9228","P","ぱちんこGI優駿倶楽部遊タイム付","PGI優駿倶楽部AU",,,"コナミアミューズメント",,"甘デジ","0P0547","2020/10/5","0","1","1"
"9227","P","PA真・怪獣王ゴジラ NL-K1","PA真・怪獣王ゴジラNL-K1",,,"ニューギン",,"甘デジ","0P0412","2020/9/7","0","0","1"
"9226","S","PACHISLOT リングにかけろ1 ワールドチャンピオンカーニバル編","S RK1 WCC編YB",,"リンかけ WCC編","スパイキー","6号機","AT","0S0442","2020/9/23","0","0","1"
"9225","P","PFクィーンII","PフィーバークィーンII",,,"ジェイビー",,"甘デジ","0P0148","2020/10/5","0","1","1"
"9224","P","PFクィーンII ごらく ver.","PフィーバークィーンII-N",,,"ジェイビー",,"甘デジ","0P0335","2020/10/5","0","0","1"
"9223","P","Pクイーンズブレイド3 ナナエルVer.","Pクイーンズブレイド3S1G",,,"高尾",,"甘デジ","9P1544","2020/8/17","0","0","1"
"9222","S","対魔導学園35試験小隊","S対魔導学園35試験小隊H1",,"対魔導学園35試験小隊","平和","6号機","AT","9S1900","2020/9/23","0","0","1"
"9221","P","P烈火の炎3 甘デジ","P烈火の炎39AS1",,,"平和",,"甘デジ","0P0362","2020/9/7","0","0","1"
"9220","P","P ROAD TO EDEN","PロードトゥエデンGED",,,"サミー",,"ライトミドル","0P0337","2020/9/7","0","0","1"
"9219","S","アナターのオット!?はーです","S/アナターのオット!?はーです/BR",,"はーです","ミズホ","6号機","AT","0S0094","2020/9/7","0","0","1"
"9218","P","P鳳凰∞ライトミドル","P鳳凰∞LM",,,"マルホン",,"ライトミドル","0P0199","2020/8/17","0","0","1"
"9217","P","P交響詩篇エウレカセブン HI-EVOLUTION ZERO","PエウレカセブンハイエボゼロSEJD",,,"サミー",,"ライトミドル","0P0170","2020/8/3","0","1","1"
"9216","P","ぱちんこ 新・必殺仕置人 TURBO","PAぱちんこ新必殺仕置人TURBO-A8",,,"京楽",,"甘デジ","0P0308","2020/8/3","0","1","1"
"9215","P","PA GI DREAM駿","PA GIDREAM駿NU",,,"サンセイR&D",,"甘デジ","9P1734","2020/8/17","0","0","1"
"9214","P","Pツインループ花満開GLA","Pツインループ花満開GLA",,,"西陣",,"甘デジ","9P1820","2020/8/17","0","0","1"
"9213","P","Pおばけらんど怪 甘デジ","Pおばけらんど怪GLPおばけらんど怪GLS",,,"西陣",,"甘デジ","9P1616","2020/8/3","0","0","1"
"9212","S","ハイパーブラックジャック","SハイパーブラックジャックZG",,"ハイパーBJ","ネット","6号機","AT","0S0528","2020/8/17","0","0","1"
"9211","P","P遠山の金さん2 遠山桜と華の密偵","P遠山の金さん2 遠山桜と華の密偵JUD",,,"JFJ",,"ライトミドル","0P0198","2020/8/3","0","1","1"
"9210","P","PFアクエリオンALL STARS LIGHTver.","PAフィーバーアクエリオン6bY",,,"SANKYO",,"甘デジ","0P0365","2020/8/17","0","1","1"
"9209","S","OZ-1","SOZ1-01",,"OZ-1","オズ","6号機","A","9S1302","2020/5/18","0","0","1"
"9208","S","パチスロ言い訳はさせないわよ!by壇蜜","SダンミツBB",,"壇蜜","ボーダー","6号機","A","0S0160","2020/7/6","0","0","1"
"9207","S","パチスロ真・北斗無双","S パチスロ 真北斗無双 ZN",,"真・北斗無双","サミー","6号機","AT","9S1778","2020/7/20","0","0","1"
"9206","P","Pカナカナ2 with 桃乃木かな","Pカナカナ2with桃乃木かな",,,"マルホン",,"甘デジ","0P0095","2020/7/20","0","0","1"
